id,price
0,737.9601265062234
1,6042.05874573316
2,5727.274709894128
3,1086.6018784683863
4,3230.3155292815563
5,550.841431719721
6,1434.062319275525
7,868.0833585017778
8,8722.61978488219
9,708.454226018882
10,682.0340483509551
11,3789.054237308383
12,5661.491254459844
13,10347.295469529738
14,724.2519153621971
15,7235.731261187531
16,6528.403612812636
17,5282.881815691027
18,8693.006926634687
19,2186.6620929787027
20,491.1370790106656
21,768.2843503595772
22,3115.934220581167
23,2426.9630589882363
24,1025.6394809835153
25,3149.27624304105
26,496.38843819271204
27,1780.5083711592574
28,1033.0109000346029
29,482.2946759241024
30,5128.141601332392
31,5965.953863400589
32,2341.120341653552
33,8312.77678320653
34,683.108546995382
35,16642.933261548784
36,621.2899838739422
37,9687.330097607635
38,945.4138953958933
39,1062.8802955026647
40,1616.4128343528823
41,4147.639449549137
42,12839.127588619813
43,1972.0895024165009
44,8342.147802159878
45,1161.497143243479
46,5727.115983905183
47,2467.97124748278
48,1082.0503603811844
49,15403.339996505678
50,3106.0348878223804
51,12991.319655721209
52,1385.826335030721
53,3274.400305733725
54,8595.94108797846
55,10397.923226101542
56,1256.9253032405295
57,747.3301847088486
58,2825.039714315051
59,8527.716385216323
60,5984.498021597146
61,17296.405630528698
62,566.5142158831762
63,10012.564314997417
64,4813.709019846159
65,3180.9021558095183
66,777.628685311387
67,735.6702629491742
68,9752.374851573033
69,2581.607859605269
70,7182.249242561024
71,4517.379216934854
72,1742.0545773747915
73,2686.5985118772633
74,8787.635143339501
75,3887.6098463728363
76,14577.009555097913
77,7559.86942957076
78,16268.063263138889
79,6068.087758914432
80,4720.512709790615
81,15886.789621116863
82,5306.7108145706015
83,9023.868414775045
84,963.7503341246884
85,2230.536888145619
86,2100.4414929460168
87,3018.9729926638865
88,9837.287160128944
89,8547.36184271383
90,671.84533427421
91,2569.763100241733
92,4216.180095403975
93,710.3573976900118
94,9993.356594900602
95,5616.1472014649125
96,5626.826296740536
97,1336.0355137026693
98,748.7381728307831
99,816.951610498088
100,2595.147125032362
101,18095.31901086763
102,4260.470310169183
103,1876.3835612186301
104,806.2698758476902
105,11005.316016389565
106,1309.7826547709105
107,1814.5259739476487
108,4592.131047928505
109,7436.648392874477
110,13462.242320615864
111,839.5358412055597
112,912.6410127570281
113,2163.117381971574
114,3595.1259325655487
115,1029.7805799998753
116,592.9301219757447
117,9961.845459246002
118,517.607185039642
119,5074.112855450337
120,1679.770724968172
121,849.7943535310976
122,2932.4180767157036
123,723.6794515290953
124,13825.75730874833
125,3390.76524739992
126,5835.631655916292
127,6491.5221090855775
128,2631.70879250693
129,4163.671182278427
130,564.202467649425
131,7318.178074414915
132,3091.5912161654437
133,11104.452470199672
134,1480.3022945171972
135,9713.907089901792
136,3619.4945717918563
137,4078.438060117325
138,701.4634452367396
139,4065.1597025406
140,6804.827130798365
141,8708.176607286488
142,3561.243494069176
143,870.1792527119363
144,1112.9241365374596
145,7705.714746117677
146,994.5274947599413
147,472.40287588790915
148,3203.234589675048
149,8180.0308671696475
150,5521.324659704134
151,5137.287266549877
152,1342.4527399130766
153,5562.115275395463
154,2160.492697976632
155,4734.196139721889
156,6650.903381835656
157,521.5737063778437
158,9538.700462235554
159,16094.59603046358
160,1887.0889610010688
161,5256.564411014271
162,10589.27920356735
163,1048.2265964593785
164,448.89760996563683
165,6333.863012592728
166,809.3210965457863
167,753.862132218184
168,1543.8261414618985
169,3341.3995674664916
170,1271.1755806983665
171,12009.340377934883
172,956.1042976228996
173,13523.809819606588
174,2268.482023540289
175,2521.483903055513
176,6600.094045811192
177,779.2658887715794
178,3436.625492835396
179,2544.8187691961843
180,6617.697151291006
181,6940.333984935487
182,3201.2016646708626
183,1068.1760537495493
184,2417.446947243991
185,1731.5331801113612
186,14661.577433818653
187,1186.1709854300855
188,1760.0952467166694
189,1012.1721940642836
190,2779.9058179019225
191,7546.170185895931
192,782.0714035450792
193,3864.498512618568
194,2778.45076655154
195,6517.862879992458
196,2005.752362439985
197,923.9090191881073
198,4258.4675948624235
199,2162.5997285141084
200,935.739378207034
201,3856.231223641032
202,812.5584902898863
203,1145.732627485316
204,2668.836340862171
205,7327.484735396829
206,17440.59723924325
207,9983.337935992859
208,3242.589972956085
209,748.9913064987198
210,2105.5927476487755
211,8225.136173094017
212,809.8405537073704
213,6702.022318733156
214,783.3197209087795
215,1043.0853637637717
216,1721.90958513909
217,5863.019926653119
218,776.1316542714746
219,4268.195019967226
220,10872.89272990496
221,659.8186175855011
222,458.64799663116713
223,3633.9213077046425
224,4679.77369485746
225,5409.813815523074
226,2244.501329309611
227,604.3917544109297
228,6071.3746186352955
229,11666.595426928601
230,3877.581425152467
231,1509.4807042577436
232,2461.0998821143826
233,7236.762021795342
234,4096.742301229583
235,8037.09893086922
236,662.2122770334363
237,1083.6356646629038
238,633.8027048016597
239,12895.673502887184
240,4063.647664318661
241,1088.9037203962828
242,1216.637989765642
243,10444.212616294912
244,658.1457430171814
245,1783.583173983911
246,6982.425129303563
247,8341.853076205329
248,6070.2218063069395
249,817.133715466313
250,3376.106155038848
251,5272.137197888236
252,13907.35624942672
253,1053.3097381580128
254,2577.5081296965714
255,5712.694558204358
256,5958.792141923708
257,1804.7692728610518
258,1684.7206763594422
259,913.390262833653
260,6508.5701124990455
261,5046.052373379439
262,3294.9368318780553
263,718.3842229607085
264,3670.392853866471
265,3547.9522038210853
266,523.2712921626879
267,4861.072356359428
268,8853.943769538744
269,2720.6329077346413
270,5758.485405779527
271,4745.493743588633
272,1043.6443947988648
273,816.2350407582935
274,5012.757872511435
275,734.8506671040848
276,4190.987462243828
277,5689.459614356722
278,16847.58698774564
279,5304.349630866351
280,3758.080726853349
281,6813.207117041868
282,1036.0107191397888
283,2620.870067386638
284,5689.861727562558
285,4408.459169932692
286,6264.174232174347
287,4848.953620453792
288,859.4875991608818
289,2777.894661497433
290,1353.881414785056
291,783.4575709229753
292,550.1383582973779
293,1123.206137975038
294,4559.704809311704
295,2296.582385334815
296,1574.0978594178991
297,4703.108047086882
298,6190.874298862531
299,1855.6686578008166
300,5357.116674960456
301,5281.480134548098
302,2060.1053538638425
303,12199.982989040276
304,929.813384922667
305,2594.807255809321
306,1004.98927435856
307,845.7862020174147
308,6417.658840373371
309,2077.2891888587474
310,819.6436331981698
311,876.5106656153205
312,649.0713069517133
313,13139.828524634508
314,446.8728800248791
315,5165.309502249048
316,904.5061716734937
317,11272.900638194928
318,2487.815947538223
319,810.5676022606838
320,624.5294147871732
321,9758.259983188997
322,1071.7353504068953
323,6917.8298786819605
324,690.665464329193
325,5085.3676131975735
326,665.4709797135317
327,4547.564663251001
328,877.1309314842999
329,6044.040844133395
330,755.7946929464001
331,701.6412810839747
332,13455.313342842346
333,4426.292539056613
334,753.0517456550244
335,5149.107605909229
336,6292.19517223031
337,3752.19130912438
338,2124.78011599224
339,3888.514326606676
340,16020.888188599498
341,591.1412049058916
342,1634.1814928818246
343,5531.220925901075
344,3241.3687166554423
345,7461.801308010274
346,12142.470470221097
347,805.3448439378961
348,3892.106197811809
349,4067.157764184056
350,6886.336659619285
351,1488.5370322698263
352,1057.7573256137812
353,3524.234596805369
354,16485.38396429507
355,1796.3504952786666
356,6433.798185447835
357,741.2116696291017
358,1442.4432705066308
359,3921.525624529138
360,2710.333321755345
361,4199.924680027775
362,4717.84698866174
363,6818.846450476876
364,4479.1835578339205
365,4004.8143359451
366,4048.038087052873
367,14416.32688143526
368,646.5604134079392
369,6786.113541751458
370,12115.622438531112
371,2214.781976745815
372,1648.2510077724282
373,15871.158080179126
374,1699.791602253555
375,4443.158102752632
376,2472.584602769819
377,3791.5833318100294
378,1319.5221730593178
379,8678.664219509828
380,1562.7204759721624
381,5377.811174715916
382,2484.5088654370998
383,2894.0851807864024
384,3971.5345417455455
385,1710.3645302479927
386,11910.454869055964
387,1769.7558215503827
388,2615.782592839531
389,16808.737895793456
390,2295.9179495530466
391,775.5456070297032
392,1885.3207387435211
393,1877.4857711035236
394,689.9930593950799
395,532.3471789447158
396,400.2164744378013
397,2377.263197344945
398,614.8015125595024
399,1309.470530984454
400,986.279693344859
401,5508.509726482664
402,4426.630119936754
403,423.3801299745613
404,5048.123715559715
405,2240.565409344378
406,7754.8595621504655
407,4775.6035843268955
408,5571.921269473722
409,16415.337044939017
410,1915.1963183131911
411,2195.8882571244426
412,4182.4348368443625
413,10384.98584889209
414,2995.964487397909
415,10264.013689623996
416,746.5771249737573
417,2073.900292425087
418,1886.4602445673559
419,13740.92881729933
420,1345.2013182083558
421,5703.9661505536815
422,4953.202435438237
423,1452.3889104909354
424,966.5293277133206
425,564.1033523163456
426,698.3419494538542
427,2341.569192551465
428,2435.6843099417565
429,3338.8949185981132
430,509.4586470281855
431,942.2925117243424
432,10205.326136701886
433,945.8580435585536
434,586.5360105765176
435,5036.769855997415
436,491.93084698850214
437,2505.253589777388
438,3458.2784975025875
439,1021.4185752273854
440,4565.0535263533975
441,678.6811088848171
442,3052.572636239861
443,15356.916800998328
444,4669.818203813795
445,829.9815479321669
446,1688.1607279528155
447,852.0850717786793
448,3892.805222419602
449,11678.984315498821
450,3802.103815565633
451,3047.6518711303693
452,14993.527599217507
453,692.4549448523825
454,2487.6597769022496
455,6064.312638860863
456,7740.146951668667
457,637.0487438597554
458,1664.2801902796036
459,1258.926799784354
460,524.7240744804477
461,659.0916957765486
462,3059.599503371713
463,4887.5816361259285
464,3973.7361812989284
465,740.4115517827253
466,4486.799260628081
467,802.1678412357014
468,4505.979259529839
469,3922.635100324039
470,3779.158935010657
471,2258.053640201694
472,3221.8706840673217
473,495.50340510750954
474,1707.3433089436496
475,1240.898388029833
476,1652.1997631677386
477,9812.379205528736
478,1779.5334893545667
479,3815.411943494464
480,17416.348411942137
481,13730.797232609028
482,805.9517448383169
483,988.6354966535756
484,15555.037003891064
485,1947.3066130746067
486,1118.5416345480714
487,1262.9783116105714
488,908.9852946065373
489,1176.9090398335488
490,2034.0988637755247
